"DataHora";"Etapa";"Tipo";"Nome";"Status";"Mensagem"
"2026-05-27 09:04:44";"Fatal";"Erro";"Script";"Erro";"Projeto nao encontrado no ProjectWise Explorer: ENGENHARIA\Nome da Concessao\Projetos\NOME_PROJETO"
